index	label	sentence	pos	v_index	definition
b1g-fragment02 1416	0	Barringer et al.( 1987) overlay data on soil type and geology with that of groundwater quality( hardness and corrosivity measures) and build a linear model which shows that the background environmental variables are good predictors of the water quality indices.	VERB	26	To display, to have somebody see .
kbw-fragment42 14948	0	plopped in	VERB	0	To make the sound of an object dropping into a body of liquid.
kbc-fragment13 6113	0	I mean I've got no diaries dating back that long.	VERB	6	To note the time or place of writing or executing; to express in an instrument the time of its execution.
fpb-fragment01 1180	0	After being given clearance to land, Miranda, following her instructor's directions, started her approach; she throttled back to reduce speed and control her descent as she flew towards the threshold the point just before she intended to touch down.	VERB	15	To control or adjust the speed of .
crs-fragment01 24	0	Workers from the integrated playscheme subsequently supported a local special school in integrating under fives into a playgroup.	VERB	12	To form into one whole; to make entire; to complete; to renew; to restore; to perfect.
kbw-fragment11 4225	1	but presumably your mum can do that for, they've got hundreds of people there, he's always driving people everywhere	VERB	9	To obtain; to acquire.
c8t-fragment01 41	0	The right-hand half of the room was a well-equipped kitchen with a large gas stove and an Aga, a butcher's chopping block, a dresser to the right of the door holding an assortment of gleaming pots, and a long working surface with a wooden triangle sheathing her assortment of knives.	VERB	34	To shine; to glitter; to glisten.
ac2-fragment06 1319	1	And I've decided to take up riding again.	VERB	4	To get into one's hands, possession, or control, with or without force.
fef-fragment03 755	1	We shall take a piece of cylindrical material of length l and cross-section S and apply a voltage between the ends.	VERB	15	To lay or place; to put
ccw-fragment03 1616	0	His face was old and young, sardonic and knowing, amused and handsome; the face of a man who has seen the world's wickedness and knows how to match it with his own.	VERB	24	To perceive the truth or factuality of; to be certain of or that.
ac2-fragment06 1561	0	The Englishman returned to his own palatial office and sat with his head in hands.	VERB	9	To be in a position in which the upper body is upright and supported by the buttocks.
kb7-fragment10 2321	0	Erm well no all I know is but they didn't actually, but I mean yeah they put it together.	VERB	5	To perceive the truth or factuality of; to be certain of or that.
c8t-fragment01 84	0	Though he had never seen their cottage he seemed to remember that his aunt had told him that it lay about two miles to the south.	VERB	8	To appear; to look outwardly; to be perceived as.
a7s-fragment03 66	0	But again it was Conlon, the slightly wild-eyed Irish poet of the quartet, articulate, flamboyant remember that extraordinary exit through the front door of the Old Bailey who cut deep into the collective conscience.	VERB	13	To make clear or effective.
c8t-fragment01 51	0	She walked out with him to the car and said: I was sorry about your aunt sorry for you, I mean.	VERB	1	To move on the feet by alternately setting each foot  forward, with at least one foot on the ground at all times. Compare run.
ajf-fragment07 197	1	They say there were blank sheets bearing Dali's signature alongside 20,000 fake Miros and 650 fake Chagalls.	VERB	6	To endeavour to depress the price of, or prices in.
fef-fragment03 703	0	Thus the conclusion is that, owing to the repulsive forces between the electrons, a cylindrical electron beam is unstable.	VERB	5	To be under an obligation to give something back to someone or to perform some action for someone.
fpb-fragment01 1151	0	But you promised your grandmother not to learn to fly, Adam objected.	VERB	7	To acquire, or attempt to acquire knowledge or an ability to do something.
kbw-fragment04 2490	0	Do you want some er marmite on it?	VERB	2	To wish for or desire ; to feel a need or desire for; to crave or demand.
bpa-fragment14 2213	0	The back of Lawton's head shook, his radio-projected voice crackling.	VERB	5	To cause  to move rapidly in opposite directions alternatingly.
b1g-fragment02 1177	0	If, for instance, we wish to model the dispersal of a plume of toxic gas resulting from a chemical explosion, assess its possible impact on human health and evaluate likely evacuation scenarios of the population at risk we would require, for example, a knowledge of atmospheric dispersion models, epidemiology and population distribution.	VERB	39	To demand, to insist upon ; to call for authoritatively.
b1g-fragment02 1088	0	It would be technically possible, for instance, to hold in less than 1 terabyte detailed information for every individual in the world, akin to that collected about everyone in the UK through the Census of Population.	VERB	25	To gather together; amass.
kbp-fragment09 3919	0	Yeah we've got quite a few actually.	VERB	2	To obtain; to acquire.
kb7-fragment10 2075	1	What what actually does the price include?	VERB	6	To bring into a group, class, set, or total as a  part or member.
fpb-fragment01 1369	0	I thought you were too young to remember that, Adam said uneasily.	VERB	7	To recall from one's memory; to have an image in one's memory.
al2-fragment23 266	1	Peter Nutting, who led the association of Outhwaite members to a succesful settlement, said he sympathised with Gooda Walker names, but if the names were not going to pay these calls, who did they think was going to pay them?	VERB	3	To cover, fill, or affect with lead
ea7-fragment03 852	0	But in the twelfth century, the house of Alsace could afford the high costs of their expeditions Thierry went to Jerusalem four times, Philip twice and the counts' repeated absences in fact promoted administrative reform; the baillis and the Grote Bref were as much the products of crusading as the English and Norman judicial system and exchequers were the product of the king-duke's divided attentions.	VERB	47	To go on a military crusade.
c8t-fragment01 128	1	Dalgliesh took the baby from her while Theresa helped the children into the Jaguar and commanded with sudden fierceness, Sit still.	VERB	15	To order, give orders; to compel or direct with authority.
a6u-fragment02 245	0	The horizontality of her fallen body is juxtaposed to the vertical thrust of the apartment building.	VERB	7	To place side by side, especially for contrast or comparison.
a1j-fragment34 557	0	It is also urging the conference to oppose a motion, supported by the National Union of Mineworkers, to commit a Labour government to abolishing all nuclear power within 15 years.	VERB	23	To end a law, system, institution, custom or practice.
kbd-fragment07 2448	0	Students, yeah I know.	VERB	3	To perceive the truth or factuality of; to be certain of or that.
fet-fragment01 163	1	As for me, I tell you as a friend, I feel impotent when confronted with such nature, for my Northern brains were oppressed by a nightmare in those peaceful spots as I felt one ought to do better things with the foliage.	VERB	22	To keep down by unjust force.
